Time, Value, Peak Time, Peak Data, SDNN Time, SDNN Data, RMSSD Time, RMSSD Data, LF/HF Ratio Time, LF/HF Ratio Data, LF_Power, HF_Power, PPI
0:0:0:20, 2004, 0:0:0:20, 0, 0:0:0:20, 0, 0:0:0:20, 0, 0:0:0:20, 0, 0, 0, 0
0:0:0:23, 2021, 0:0:0:23, 0, 0:0:0:23, 0, 0:0:0:23, 0, 0:0:0:23, 0, 0, 0, 0
0:0:0:23, 2039, 0:0:0:23, 0, 0:0:0:23, 0, 0:0:0:23, 0, 0:0:0:23, 0, 0, 0, 0
0:0:0:24, 2058, 0:0:0:24, 0, 0:0:0:24, 0, 0:0:0:24, 0, 0:0:0:24, 0, 0, 0, 0
0:0:0:24, 2080, 0:0:0:24, 0, 0:0:0:24, 0, 0:0:0:24, 0, 0:0:0:24, 0, 0, 0, 0
0:0:0:24, 2104, 0:0:0:24, 0, 0:0:0:24, 0, 0:0:0:24, 0, 0:0:0:24, 0, 0, 0, 0
0:0:0:24, 2127, 0:0:0:24, 0, 0:0:0:24, 0, 0:0:0:24, 0, 0:0:0:24, 0, 0, 0, 0
0:0:0:24, 2145, 0:0:0:24, 0, 0:0:0:24, 0, 0:0:0:24, 0, 0:0:0:24, 0, 0, 0, 0
0:0:0:24, 2162, 0:0:0:24, 0, 0:0:0:24, 0, 0:0:0:24, 0, 0:0:0:24, 0, 0, 0, 0
0:0:0:25, 2177, 0:0:0:25, 0, 0:0:0:25, 0, 0:0:0:25, 0, 0:0:0:25, 0, 0, 0, 0
0:0:0:25, 2189, 0:0:0:25, 0, 0:0:0:25, 0, 0:0:0:25, 0, 0:0:0:25, 0, 0, 0, 0
0:0:0:26, 2195, 0:0:0:26, 0, 0:0:0:26, 0, 0:0:0:26, 0, 0:0:0:26, 0, 0, 0, 0
0:0:0:26, 2200, 0:0:0:26, 0, 0:0:0:26, 0, 0:0:0:26, 0, 0:0:0:26, 0, 0, 0, 0
0:0:0:27, 2202, 0:0:0:27, 0, 0:0:0:27, 0, 0:0:0:27, 0, 0:0:0:27, 0, 0, 0, 0
0:0:0:27, 2204, 0:0:0:27, 0, 0:0:0:27, 0, 0:0:0:27, 0, 0:0:0:27, 0, 0, 0, 0
0:0:0:27, 2201, 0:0:0:27, 0, 0:0:0:27, 0, 0:0:0:27, 0, 0:0:0:27, 0, 0, 0, 0
0:0:0:29, 2196, 0:0:0:29, 0, 0:0:0:29, 0, 0:0:0:29, 0, 0:0:0:29, 0, 0, 0, 0
0:0:0:29, 2188, 0:0:0:29, 0, 0:0:0:29, 0, 0:0:0:29, 0, 0:0:0:29, 0, 0, 0, 0
0:0:0:29, 2178, 0:0:0:29, 0, 0:0:0:29, 0, 0:0:0:29, 0, 0:0:0:29, 0, 0, 0, 0
0:0:0:30, 2165, 0:0:0:30, 0, 0:0:0:30, 0, 0:0:0:30, 0, 0:0:0:30, 0, 0, 0, 0
0:0:0:30, 2151, 0:0:0:30, 0, 0:0:0:30, 0, 0:0:0:30, 0, 0:0:0:30, 0, 0, 0, 0
0:0:0:30, 2139, 0:0:0:30, 0, 0:0:0:30, 0, 0:0:0:30, 0, 0:0:0:30, 0, 0, 0, 0
0:0:0:30, 2127, 0:0:0:30, 0, 0:0:0:30, 0, 0:0:0:30, 0, 0:0:0:30, 0, 0, 0, 0
0:0:0:31, 2116, 0:0:0:31, 0, 0:0:0:31, 0, 0:0:0:31, 0, 0:0:0:31, 0, 0, 0, 0
0:0:0:31, 2102, 0:0:0:31, 0, 0:0:0:31, 0, 0:0:0:31, 0, 0:0:0:31, 0, 0, 0, 0
0:0:0:31, 2089, 0:0:0:31, 0, 0:0:0:31, 0, 0:0:0:31, 0, 0:0:0:31, 0, 0, 0, 0
0:0:0:32, 2076, 0:0:0:32, 0, 0:0:0:32, 0, 0:0:0:32, 0, 0:0:0:32, 0, 0, 0, 0
0:0:0:32, 2065, 0:0:0:32, 0, 0:0:0:32, 0, 0:0:0:32, 0, 0:0:0:32, 0, 0, 0, 0
0:0:0:32, 2041, 0:0:0:32, 0, 0:0:0:32, 0, 0:0:0:32, 0, 0:0:0:32, 0, 0, 0, 0
0:0:0:32, 2008, 0:0:0:32, 0, 0:0:0:32, 0, 0:0:0:32, 0, 0:0:0:32, 0, 0, 0, 0
0:0:0:33, 1974, 0:0:0:33, 0, 0:0:0:33, 0, 0:0:0:33, 0, 0:0:0:33, 0, 0, 0, 0
0:0:0:33, 1939, 0:0:0:33, 0, 0:0:0:33, 0, 0:0:0:33, 0, 0:0:0:33, 0, 0, 0, 0
0:0:0:33, 1892, 0:0:0:33, 0, 0:0:0:33, 0, 0:0:0:33, 0, 0:0:0:33, 0, 0, 0, 0
0:0:0:33, 1836, 0:0:0:33, 0, 0:0:0:33, 0, 0:0:0:33, 0, 0:0:0:33, 0, 0, 0, 0
0:0:0:33, 1779, 0:0:0:33, 0, 0:0:0:33, 0, 0:0:0:33, 0, 0:0:0:33, 0, 0, 0, 0
0:0:0:34, 1725, 0:0:0:34, 0, 0:0:0:34, 0, 0:0:0:34, 0, 0:0:0:34, 0, 0, 0, 0
0:0:0:34, 1667, 0:0:0:34, 0, 0:0:0:34, 0, 0:0:0:34, 0, 0:0:0:34, 0, 0, 0, 0
0:0:0:35, 1604, 0:0:0:35, 0, 0:0:0:35, 0, 0:0:0:35, 0, 0:0:0:35, 0, 0, 0, 0
0:0:0:35, 1542, 0:0:0:35, 0, 0:0:0:35, 0, 0:0:0:35, 0, 0:0:0:35, 0, 0, 0, 0
0:0:0:36, 1491, 0:0:0:36, 0, 0:0:0:36, 0, 0:0:0:36, 0, 0:0:0:36, 0, 0, 0, 0
0:0:0:36, 1445, 0:0:0:36, 0, 0:0:0:36, 0, 0:0:0:36, 0, 0:0:0:36, 0, 0, 0, 0
0:0:0:36, 1402, 0:0:0:36, 0, 0:0:0:36, 0, 0:0:0:36, 0, 0:0:0:36, 0, 0, 0, 0
0:0:0:37, 1366, 0:0:0:37, 0, 0:0:0:37, 0, 0:0:0:37, 0, 0:0:0:37, 0, 0, 0, 0
0:0:0:37, 1343, 0:0:0:37, 0, 0:0:0:37, 0, 0:0:0:37, 0, 0:0:0:37, 0, 0, 0, 0
0:0:0:37, 1330, 0:0:0:37, 0, 0:0:0:37, 0, 0:0:0:37, 0, 0:0:0:37, 0, 0, 0, 0
0:0:0:39, 1324, 0:0:0:39, 0, 0:0:0:39, 0, 0:0:0:39, 0, 0:0:0:39, 0, 0, 0, 0
0:0:0:39, 1324, 0:0:0:39, 0, 0:0:0:39, 0, 0:0:0:39, 0, 0:0:0:39, 0, 0, 0, 0
0:0:0:39, 1331, 0:0:0:39, 0, 0:0:0:39, 0, 0:0:0:39, 0, 0:0:0:39, 0, 0, 0, 0
0:0:0:39, 1347, 0:0:0:39, 0, 0:0:0:39, 0, 0:0:0:39, 0, 0:0:0:39, 0, 0, 0, 0
0:0:0:39, 1366, 0:0:0:39, 0, 0:0:0:39, 0, 0:0:0:39, 0, 0:0:0:39, 0, 0, 0, 0
0:0:0:41, 1388, 0:0:0:41, 0, 0:0:0:41, 0, 0:0:0:41, 0, 0:0:0:41, 0, 0, 0, 0
0:0:0:41, 1413, 0:0:0:41, 0, 0:0:0:41, 0, 0:0:0:41, 0, 0:0:0:41, 0, 0, 0, 0
0:0:0:41, 1441, 0:0:0:41, 0, 0:0:0:41, 0, 0:0:0:41, 0, 0:0:0:41, 0, 0, 0, 0
0:0:0:42, 1467, 0:0:0:42, 0, 0:0:0:42, 0, 0:0:0:42, 0, 0:0:0:42, 0, 0, 0, 0
0:0:0:42, 1492, 0:0:0:42, 0, 0:0:0:42, 0, 0:0:0:42, 0, 0:0:0:42, 0, 0, 0, 0
0:0:0:43, 1517, 0:0:0:43, 0, 0:0:0:43, 0, 0:0:0:43, 0, 0:0:0:43, 0, 0, 0, 0
0:0:0:44, 1539, 0:0:0:44, 0, 0:0:0:44, 0, 0:0:0:44, 0, 0:0:0:44, 0, 0, 0, 0
0:0:0:44, 1559, 0:0:0:44, 0, 0:0:0:44, 0, 0:0:0:44, 0, 0:0:0:44, 0, 0, 0, 0
0:0:0:44, 1576, 0:0:0:44, 0, 0:0:0:44, 0, 0:0:0:44, 0, 0:0:0:44, 0, 0, 0, 0
0:0:0:45, 1591, 0:0:0:45, 0, 0:0:0:45, 0, 0:0:0:45, 0, 0:0:0:45, 0, 0, 0, 0
0:0:0:45, 1603, 0:0:0:45, 0, 0:0:0:45, 0, 0:0:0:45, 0, 0:0:0:45, 0, 0, 0, 0
0:0:0:45, 1609, 0:0:0:45, 0, 0:0:0:45, 0, 0:0:0:45, 0, 0:0:0:45, 0, 0, 0, 0
0:0:0:45, 1613, 0:0:0:45, 0, 0:0:0:45, 0, 0:0:0:45, 0, 0:0:0:45, 0, 0, 0, 0
0:0:0:46, 1619, 0:0:0:46, 0, 0:0:0:46, 0, 0:0:0:46, 0, 0:0:0:46, 0, 0, 0, 0
0:0:0:46, 1625, 0:0:0:46, 0, 0:0:0:46, 0, 0:0:0:46, 0, 0:0:0:46, 0, 0, 0, 0
0:0:0:46, 1628, 0:0:0:46, 0, 0:0:0:46, 0, 0:0:0:46, 0, 0:0:0:46, 0, 0, 0, 0
0:0:0:47, 1631, 0:0:0:47, 0, 0:0:0:47, 0, 0:0:0:47, 0, 0:0:0:47, 0, 0, 0, 0
0:0:0:47, 1637, 0:0:0:47, 0, 0:0:0:47, 0, 0:0:0:47, 0, 0:0:0:47, 0, 0, 0, 0
0:0:0:47, 1646, 0:0:0:47, 0, 0:0:0:47, 0, 0:0:0:47, 0, 0:0:0:47, 0, 0, 0, 0
0:0:0:47, 1659, 0:0:0:47, 0, 0:0:0:47, 0, 0:0:0:47, 0, 0:0:0:47, 0, 0, 0, 0
0:0:0:47, 1679, 0:0:0:47, 0, 0:0:0:47, 0, 0:0:0:47, 0, 0:0:0:47, 0, 0, 0, 0
0:0:0:49, 1707, 0:0:0:49, 0, 0:0:0:49, 0, 0:0:0:49, 0, 0:0:0:49, 0, 0, 0, 0
0:0:0:49, 1745, 0:0:0:49, 0, 0:0:0:49, 0, 0:0:0:49, 0, 0:0:0:49, 0, 0, 0, 0
0:0:0:49, 1790, 0:0:0:49, 0, 0:0:0:49, 0, 0:0:0:49, 0, 0:0:0:49, 0, 0, 0, 0
0:0:0:50, 1844, 0:0:0:50, 0, 0:0:0:50, 0, 0:0:0:50, 0, 0:0:0:50, 0, 0, 0, 0
0:0:0:51, 1907, 0:0:0:51, 0, 0:0:0:51, 0, 0:0:0:51, 0, 0:0:0:51, 0, 0, 0, 0
0:0:0:51, 1976, 0:0:0:51, 0, 0:0:0:51, 0, 0:0:0:51, 0, 0:0:0:51, 0, 0, 0, 0
0:0:0:51, 2051, 0:0:0:51, 0, 0:0:0:51, 0, 0:0:0:51, 0, 0:0:0:51, 0, 0, 0, 0
0:0:0:52, 2129, 0:0:0:52, 0, 0:0:0:52, 0, 0:0:0:52, 0, 0:0:0:52, 0, 0, 0, 0
0:0:0:52, 2206, 0:0:0:52, 0, 0:0:0:52, 0, 0:0:0:52, 0, 0:0:0:52, 0, 0, 0, 0
0:0:0:52, 2285, 0:0:0:52, 0, 0:0:0:52, 0, 0:0:0:52, 0, 0:0:0:52, 0, 0, 0, 0
0:0:0:52, 2359, 0:0:0:52, 0, 0:0:0:52, 0, 0:0:0:52, 0, 0:0:0:52, 0, 0, 0, 0
0:0:0:54, 2428, 0:0:0:54, 0, 0:0:0:54, 0, 0:0:0:54, 0, 0:0:0:54, 0, 0, 0, 0
0:0:0:54, 2492, 0:0:0:54, 0, 0:0:0:54, 0, 0:0:0:54, 0, 0:0:0:54, 0, 0, 0, 0
0:0:0:55, 2551, 0:0:0:55, 0, 0:0:0:55, 0, 0:0:0:55, 0, 0:0:0:55, 0, 0, 0, 0
0:0:0:55, 2606, 0:0:0:55, 0, 0:0:0:55, 0, 0:0:0:55, 0, 0:0:0:55, 0, 0, 0, 0
0:0:0:55, 2656, 0:0:0:55, 0, 0:0:0:55, 0, 0:0:0:55, 0, 0:0:0:55, 0, 0, 0, 0
0:0:0:56, 2700, 0:0:0:56, 0, 0:0:0:56, 0, 0:0:0:56, 0, 0:0:0:56, 0, 0, 0, 0
0:0:0:56, 2737, 0:0:0:56, 0, 0:0:0:56, 0, 0:0:0:56, 0, 0:0:0:56, 0, 0, 0, 0
0:0:0:56, 2769, 0:0:0:56, 0, 0:0:0:56, 0, 0:0:0:56, 0, 0:0:0:56, 0, 0, 0, 0
0:0:0:57, 2797, 0:0:0:57, 0, 0:0:0:57, 0, 0:0:0:57, 0, 0:0:0:57, 0, 0, 0, 0
0:0:0:57, 2820, 0:0:0:57, 0, 0:0:0:57, 0, 0:0:0:57, 0, 0:0:0:57, 0, 0, 0, 0
0:0:0:57, 2834, 0:0:0:57, 0, 0:0:0:57, 0, 0:0:0:57, 0, 0:0:0:57, 0, 0, 0, 0
0:0:0:57, 2839, 0:0:0:57, 0, 0:0:0:57, 0, 0:0:0:57, 0, 0:0:0:57, 0, 0, 0, 0
0:0:0:57, 2841, 0:0:0:57, 0, 0:0:0:57, 0, 0:0:0:57, 0, 0:0:0:57, 0, 0, 0, 0
0:0:0:58, 2841, 0:0:0:58, 0, 0:0:0:58, 0, 0:0:0:58, 0, 0:0:0:58, 0, 0, 0, 0
0:0:0:58, 2832, 0:0:0:58, 0, 0:0:0:58, 0, 0:0:0:58, 0, 0:0:0:58, 0, 0, 0, 0
0:0:0:58, 2814, 0:0:0:58, 0, 0:0:0:58, 0, 0:0:0:58, 0, 0:0:0:58, 0, 0, 0, 0
0:0:0:58, 2793, 0:0:0:58, 0, 0:0:0:58, 0, 0:0:0:58, 0, 0:0:0:58, 0, 0, 0, 0
0:0:0:59, 2773, 0:0:0:59, 0, 0:0:0:59, 0, 0:0:0:59, 0, 0:0:0:59, 0, 0, 0, 0
0:0:0:60, 2745, 0:0:0:60, 0, 0:0:0:60, 0, 0:0:0:60, 0, 0:0:0:60, 0, 0, 0, 0
0:0:0:61, 2711, 0:0:0:61, 0, 0:0:0:61, 0, 0:0:0:61, 0, 0:0:0:61, 0, 0, 0, 0
0:0:0:61, 2673, 0:0:0:61, 0, 0:0:0:61, 0, 0:0:0:61, 0, 0:0:0:61, 0, 0, 0, 0
0:0:0:62, 2638, 0:0:0:62, 0, 0:0:0:62, 0, 0:0:0:62, 0, 0:0:0:62, 0, 0, 0, 0
0:0:0:62, 2602, 0:0:0:62, 0, 0:0:0:62, 0, 0:0:0:62, 0, 0:0:0:62, 0, 0, 0, 0
0:0:0:62, 2563, 0:0:0:62, 0, 0:0:0:62, 0, 0:0:0:62, 0, 0:0:0:62, 0, 0, 0, 0
0:0:0:63, 2526, 0:0:0:63, 0, 0:0:0:63, 0, 0:0:0:63, 0, 0:0:0:63, 0, 0, 0, 0
0:0:0:63, 2494, 0:0:0:63, 0, 0:0:0:63, 0, 0:0:0:63, 0, 0:0:0:63, 0, 0, 0, 0
0:0:0:63, 2467, 0:0:0:63, 0, 0:0:0:63, 0, 0:0:0:63, 0, 0:0:0:63, 0, 0, 0, 0
0:0:0:63, 2437, 0:0:0:63, 0, 0:0:0:63, 0, 0:0:0:63, 0, 0:0:0:63, 0, 0, 0, 0
0:0:0:63, 2407, 0:0:0:63, 0, 0:0:0:63, 0, 0:0:0:63, 0, 0:0:0:63, 0, 0, 0, 0
0:0:0:64, 2380, 0:0:0:64, 0, 0:0:0:64, 0, 0:0:0:64, 0, 0:0:0:64, 0, 0, 0, 0
0:0:0:64, 2359, 0:0:0:64, 0, 0:0:0:64, 0, 0:0:0:64, 0, 0:0:0:64, 0, 0, 0, 0
0:0:0:64, 2336, 0:0:0:64, 0, 0:0:0:64, 0, 0:0:0:64, 0, 0:0:0:64, 0, 0, 0, 0
0:0:0:64, 2309, 0:0:0:64, 0, 0:0:0:64, 0, 0:0:0:64, 0, 0:0:0:64, 0, 0, 0, 0
0:0:0:65, 2285, 0:0:0:65, 0, 0:0:0:65, 0, 0:0:0:65, 0, 0:0:0:65, 0, 0, 0, 0
0:0:0:65, 2266, 0:0:0:65, 0, 0:0:0:65, 0, 0:0:0:65, 0, 0:0:0:65, 0, 0, 0, 0
0:0:0:65, 2246, 0:0:0:65, 0, 0:0:0:65, 0, 0:0:0:65, 0, 0:0:0:65, 0, 0, 0, 0
0:0:0:66, 2223, 0:0:0:66, 0, 0:0:0:66, 0, 0:0:0:66, 0, 0:0:0:66, 0, 0, 0, 0
0:0:0:66, 2201, 0:0:0:66, 0, 0:0:0:66, 0, 0:0:0:66, 0, 0:0:0:66, 0, 0, 0, 0
0:0:0:66, 2183, 0:0:0:66, 0, 0:0:0:66, 0, 0:0:0:66, 0, 0:0:0:66, 0, 0, 0, 0
0:0:0:66, 2167, 0:0:0:66, 0, 0:0:0:66, 0, 0:0:0:66, 0, 0:0:0:66, 0, 0, 0, 0
0:0:0:66, 2149, 0:0:0:66, 0, 0:0:0:66, 0, 0:0:0:66, 0, 0:0:0:66, 0, 0, 0, 0
0:0:0:68, 2129, 0:0:0:68, 0, 0:0:0:68, 0, 0:0:0:68, 0, 0:0:0:68, 0, 0, 0, 0
0:0:0:68, 2112, 0:0:0:68, 0, 0:0:0:68, 0, 0:0:0:68, 0, 0:0:0:68, 0, 0, 0, 0
0:0:0:68, 2099, 0:0:0:68, 0, 0:0:0:68, 0, 0:0:0:68, 0, 0:0:0:68, 0, 0, 0, 0
0:0:0:68, 2087, 0:0:0:68, 0, 0:0:0:68, 0, 0:0:0:68, 0, 0:0:0:68, 0, 0, 0, 0
0:0:0:68, 2077, 0:0:0:68, 0, 0:0:0:68, 0, 0:0:0:68, 0, 0:0:0:68, 0, 0, 0, 0
0:0:0:69, 2073, 0:0:0:69, 0, 0:0:0:69, 0, 0:0:0:69, 0, 0:0:0:69, 0, 0, 0, 0
0:0:0:69, 2074, 0:0:0:69, 0, 0:0:0:69, 0, 0:0:0:69, 0, 0:0:0:69, 0, 0, 0, 0
0:0:0:70, 2075, 0:0:0:70, 0, 0:0:0:70, 0, 0:0:0:70, 0, 0:0:0:70, 0, 0, 0, 0
0:0:0:70, 2073, 0:0:0:70, 0, 0:0:0:70, 0, 0:0:0:70, 0, 0:0:0:70, 0, 0, 0, 0
0:0:0:71, 2073, 0:0:0:71, 0, 0:0:0:71, 0, 0:0:0:71, 0, 0:0:0:71, 0, 0, 0, 0
0:0:0:71, 2075, 0:0:0:71, 0, 0:0:0:71, 0, 0:0:0:71, 0, 0:0:0:71, 0, 0, 0, 0
0:0:0:73, 2075, 0:0:0:73, 0, 0:0:0:73, 0, 0:0:0:73, 0, 0:0:0:73, 0, 0, 0, 0
0:0:0:73, 2073, 0:0:0:73, 0, 0:0:0:73, 0, 0:0:0:73, 0, 0:0:0:73, 0, 0, 0, 0
0:0:0:74, 2068, 0:0:0:74, 0, 0:0:0:74, 0, 0:0:0:74, 0, 0:0:0:74, 0, 0, 0, 0
0:0:0:74, 2064, 0:0:0:74, 0, 0:0:0:74, 0, 0:0:0:74, 0, 0:0:0:74, 0, 0, 0, 0
0:0:0:74, 2060, 0:0:0:74, 0, 0:0:0:74, 0, 0:0:0:74, 0, 0:0:0:74, 0, 0, 0, 0
0:0:0:74, 2054, 0:0:0:74, 0, 0:0:0:74, 0, 0:0:0:74, 0, 0:0:0:74, 0, 0, 0, 0
0:0:0:75, 2046, 0:0:0:75, 0, 0:0:0:75, 0, 0:0:0:75, 0, 0:0:0:75, 0, 0, 0, 0
0:0:0:75, 2039, 0:0:0:75, 0, 0:0:0:75, 0, 0:0:0:75, 0, 0:0:0:75, 0, 0, 0, 0
0:0:0:75, 2034, 0:0:0:75, 0, 0:0:0:75, 0, 0:0:0:75, 0, 0:0:0:75, 0, 0, 0, 0
0:0:0:76, 2026, 0:0:0:76, 0, 0:0:0:76, 0, 0:0:0:76, 0, 0:0:0:76, 0, 0, 0, 0
0:0:0:76, 2015, 0:0:0:76, 0, 0:0:0:76, 0, 0:0:0:76, 0, 0:0:0:76, 0, 0, 0, 0
0:0:0:76, 2006, 0:0:0:76, 0, 0:0:0:76, 0, 0:0:0:76, 0, 0:0:0:76, 0, 0, 0, 0
0:0:0:76, 1999, 0:0:0:76, 0, 0:0:0:76, 0, 0:0:0:76, 0, 0:0:0:76, 0, 0, 0, 0
0:0:0:77, 1995, 0:0:0:77, 0, 0:0:0:77, 0, 0:0:0:77, 0, 0:0:0:77, 0, 0, 0, 0
0:0:0:77, 1993, 0:0:0:77, 0, 0:0:0:77, 0, 0:0:0:77, 0, 0:0:0:77, 0, 0, 0, 0
0:0:0:77, 1996, 0:0:0:77, 0, 0:0:0:77, 0, 0:0:0:77, 0, 0:0:0:77, 0, 0, 0, 0
0:0:0:77, 2005, 0:0:0:77, 0, 0:0:0:77, 0, 0:0:0:77, 0, 0:0:0:77, 0, 0, 0, 0
0:0:0:77, 2017, 0:0:0:77, 0, 0:0:0:77, 0, 0:0:0:77, 0, 0:0:0:77, 0, 0, 0, 0
0:0:0:79, 2029, 0:0:0:79, 0, 0:0:0:79, 0, 0:0:0:79, 0, 0:0:0:79, 0, 0, 0, 0
0:0:0:79, 2042, 0:0:0:79, 0, 0:0:0:79, 0, 0:0:0:79, 0, 0:0:0:79, 0, 0, 0, 0
0:0:0:79, 2058, 0:0:0:79, 0, 0:0:0:79, 0, 0:0:0:79, 0, 0:0:0:79, 0, 0, 0, 0
0:0:0:80, 2074, 0:0:0:80, 0, 0:0:0:80, 0, 0:0:0:80, 0, 0:0:0:80, 0, 0, 0, 0
0:0:0:80, 2087, 0:0:0:80, 0, 0:0:0:80, 0, 0:0:0:80, 0, 0:0:0:80, 0, 0, 0, 0
0:0:0:80, 2096, 0:0:0:80, 0, 0:0:0:80, 0, 0:0:0:80, 0, 0:0:0:80, 0, 0, 0, 0
0:0:0:81, 2107, 0:0:0:81, 0, 0:0:0:81, 0, 0:0:0:81, 0, 0:0:0:81, 0, 0, 0, 0
0:0:0:81, 2118, 0:0:0:81, 0, 0:0:0:81, 0, 0:0:0:81, 0, 0:0:0:81, 0, 0, 0, 0
0:0:0:81, 2129, 0:0:0:81, 0, 0:0:0:81, 0, 0:0:0:81, 0, 0:0:0:81, 0, 0, 0, 0
0:0:0:81, 2137, 0:0:0:81, 0, 0:0:0:81, 0, 0:0:0:81, 0, 0:0:0:81, 0, 0, 0, 0
0:0:0:82, 2144, 0:0:0:82, 0, 0:0:0:82, 0, 0:0:0:82, 0, 0:0:0:82, 0, 0, 0, 0
0:0:0:82, 2151, 0:0:0:82, 0, 0:0:0:82, 0, 0:0:0:82, 0, 0:0:0:82, 0, 0, 0, 0
0:0:0:82, 2154, 0:0:0:82, 0, 0:0:0:82, 0, 0:0:0:82, 0, 0:0:0:82, 0, 0, 0, 0
0:0:0:83, 2152, 0:0:0:83, 0, 0:0:0:83, 0, 0:0:0:83, 0, 0:0:0:83, 0, 0, 0, 0
0:0:0:83, 2149, 0:0:0:83, 0, 0:0:0:83, 0, 0:0:0:83, 0, 0:0:0:83, 0, 0, 0, 0
0:0:0:84, 2145, 0:0:0:84, 0, 0:0:0:84, 0, 0:0:0:84, 0, 0:0:0:84, 0, 0, 0, 0
0:0:0:84, 2140, 0:0:0:84, 0, 0:0:0:84, 0, 0:0:0:84, 0, 0:0:0:84, 0, 0, 0, 0
0:0:0:85, 2133, 0:0:0:85, 0, 0:0:0:85, 0, 0:0:0:85, 0, 0:0:0:85, 0, 0, 0, 0
0:0:0:85, 2125, 0:0:0:85, 0, 0:0:0:85, 0, 0:0:0:85, 0, 0:0:0:85, 0, 0, 0, 0
0:0:0:85, 2118, 0:0:0:85, 0, 0:0:0:85, 0, 0:0:0:85, 0, 0:0:0:85, 0, 0, 0, 0
0:0:0:85, 2109, 0:0:0:85, 0, 0:0:0:85, 0, 0:0:0:85, 0, 0:0:0:85, 0, 0, 0, 0
0:0:0:85, 2099, 0:0:0:85, 0, 0:0:0:85, 0, 0:0:0:85, 0, 0:0:0:85, 0, 0, 0, 0
0:0:0:87, 2089, 0:0:0:87, 0, 0:0:0:87, 0, 0:0:0:87, 0, 0:0:0:87, 0, 0, 0, 0
0:0:0:87, 2078, 0:0:0:87, 0, 0:0:0:87, 0, 0:0:0:87, 0, 0:0:0:87, 0, 0, 0, 0
0:0:0:87, 2066, 0:0:0:87, 0, 0:0:0:87, 0, 0:0:0:87, 0, 0:0:0:87, 0, 0, 0, 0
0:0:0:88, 2055, 0:0:0:88, 0, 0:0:0:88, 0, 0:0:0:88, 0, 0:0:0:88, 0, 0, 0, 0
0:0:0:88, 2040, 0:0:0:88, 0, 0:0:0:88, 0, 0:0:0:88, 0, 0:0:0:88, 0, 0, 0, 0
0:0:0:89, 2024, 0:0:0:89, 0, 0:0:0:89, 0, 0:0:0:89, 0, 0:0:0:89, 0, 0, 0, 0
0:0:0:89, 2005, 0:0:0:89, 0, 0:0:0:89, 0, 0:0:0:89, 0, 0:0:0:89, 0, 0, 0, 0
0:0:0:89, 1985, 0:0:0:89, 0, 0:0:0:89, 0, 0:0:0:89, 0, 0:0:0:89, 0, 0, 0, 0
0:0:0:90, 1964, 0:0:0:90, 0, 0:0:0:90, 0, 0:0:0:90, 0, 0:0:0:90, 0, 0, 0, 0
0:0:0:90, 1943, 0:0:0:90, 0, 0:0:0:90, 0, 0:0:0:90, 0, 0:0:0:90, 0, 0, 0, 0
0:0:0:90, 1923, 0:0:0:90, 0, 0:0:0:90, 0, 0:0:0:90, 0, 0:0:0:90, 0, 0, 0, 0
0:0:0:90, 1903, 0:0:0:90, 0, 0:0:0:90, 0, 0:0:0:90, 0, 0:0:0:90, 0, 0, 0, 0
0:0:0:90, 1881, 0:0:0:90, 0, 0:0:0:90, 0, 0:0:0:90, 0, 0:0:0:90, 0, 0, 0, 0
0:0:0:91, 1862, 0:0:0:91, 0, 0:0:0:91, 0, 0:0:0:91, 0, 0:0:0:91, 0, 0, 0, 0
0:0:0:91, 1844, 0:0:0:91, 0, 0:0:0:91, 0, 0:0:0:91, 0, 0:0:0:91, 0, 0, 0, 0
0:0:0:91, 1828, 0:0:0:91, 0, 0:0:0:91, 0, 0:0:0:91, 0, 0:0:0:91, 0, 0, 0, 0
0:0:0:92, 1811, 0:0:0:92, 0, 0:0:0:92, 0, 0:0:0:92, 0, 0:0:0:92, 0, 0, 0, 0
0:0:0:92, 1796, 0:0:0:92, 0, 0:0:0:92, 0, 0:0:0:92, 0, 0:0:0:92, 0, 0, 0, 0
0:0:0:92, 1784, 0:0:0:92, 0, 0:0:0:92, 0, 0:0:0:92, 0, 0:0:0:92, 0, 0, 0, 0
0:0:0:93, 1775, 0:0:0:93, 0, 0:0:0:93, 0, 0:0:0:93, 0, 0:0:0:93, 0, 0, 0, 0
0:0:0:93, 1764, 0:0:0:93, 0, 0:0:0:93, 0, 0:0:0:93, 0, 0:0:0:93, 0, 0, 0, 0
0:0:0:94, 1751, 0:0:0:94, 0, 0:0:0:94, 0, 0:0:0:94, 0, 0:0:0:94, 0, 0, 0, 0
0:0:0:94, 1738, 0:0:0:94, 0, 0:0:0:94, 0, 0:0:0:94, 0, 0:0:0:94, 0, 0, 0, 0
0:0:0:94, 1728, 0:0:0:94, 0, 0:0:0:94, 0, 0:0:0:94, 0, 0:0:0:94, 0, 0, 0, 0
0:0:0:94, 1716, 0:0:0:94, 0, 0:0:0:94, 0, 0:0:0:94, 0, 0:0:0:94, 0, 0, 0, 0
0:0:0:96, 1700, 0:0:0:96, 0, 0:0:0:96, 0, 0:0:0:96, 0, 0:0:0:96, 0, 0, 0, 0
0:0:0:96, 1684, 0:0:0:96, 0, 0:0:0:96, 0, 0:0:0:96, 0, 0:0:0:96, 0, 0, 0, 0
