Time, Value, Peak Time, Peak Data, SDNN Time, SDNN Data, RMSSD Time, RMSSD Data, LF/HF Ratio Time, LF/HF Ratio Data, LF_Power, HF_Power, PPI
0:0:0:51,1728, 0:0:0:51,0, 0:0:0:51,0, 0:0:0:51,0, 0:0:0:51,0,0,0,0
0:0:0:52,1716, 0:0:0:52,0, 0:0:0:52,0, 0:0:0:52,0, 0:0:0:52,0,0,0,0
0:0:0:52,1708, 0:0:0:52,0, 0:0:0:52,0, 0:0:0:52,0, 0:0:0:52,0,0,0,0
0:0:0:53,1703, 0:0:0:53,0, 0:0:0:53,0, 0:0:0:53,0, 0:0:0:53,0,0,0,0
0:0:0:54,1701, 0:0:0:54,0, 0:0:0:54,0, 0:0:0:54,0, 0:0:0:54,0,0,0,0
0:0:0:54,1701, 0:0:0:54,0, 0:0:0:54,0, 0:0:0:54,0, 0:0:0:54,0,0,0,0
0:0:0:54,1705, 0:0:0:54,0, 0:0:0:54,0, 0:0:0:54,0, 0:0:0:54,0,0,0,0
0:0:0:55,1711, 0:0:0:55,0, 0:0:0:55,0, 0:0:0:55,0, 0:0:0:55,0,0,0,0
0:0:0:56,1721, 0:0:0:56,0, 0:0:0:56,0, 0:0:0:56,0, 0:0:0:56,0,0,0,0
0:0:0:56,1733, 0:0:0:56,0, 0:0:0:56,0, 0:0:0:56,0, 0:0:0:56,0,0,0,0
0:0:0:57,1747, 0:0:0:57,0, 0:0:0:57,0, 0:0:0:57,0, 0:0:0:57,0,0,0,0
0:0:0:58,1764, 0:0:0:58,0, 0:0:0:58,0, 0:0:0:58,0, 0:0:0:58,0,0,0,0
0:0:0:58,1783, 0:0:0:58,0, 0:0:0:58,0, 0:0:0:58,0, 0:0:0:58,0,0,0,0
0:0:0:60,1804, 0:0:0:60,0, 0:0:0:60,0, 0:0:0:60,0, 0:0:0:60,0,0,0,0
0:0:0:60,1826, 0:0:0:60,0, 0:0:0:60,0, 0:0:0:60,0, 0:0:0:60,0,0,0,0
0:0:0:61,1849, 0:0:0:61,0, 0:0:0:61,0, 0:0:0:61,0, 0:0:0:61,0,0,0,0
0:0:0:62,1872, 0:0:0:62,0, 0:0:0:62,0, 0:0:0:62,0, 0:0:0:62,0,0,0,0
0:0:0:62,1896, 0:0:0:62,0, 0:0:0:62,0, 0:0:0:62,0, 0:0:0:62,0,0,0,0
0:0:0:63,1919, 0:0:0:63,0, 0:0:0:63,0, 0:0:0:63,0, 0:0:0:63,0,0,0,0
0:0:0:63,1941, 0:0:0:63,0, 0:0:0:63,0, 0:0:0:63,0, 0:0:0:63,0,0,0,0
0:0:0:64,1962, 0:0:0:64,0, 0:0:0:64,0, 0:0:0:64,0, 0:0:0:64,0,0,0,0
0:0:0:64,1982, 0:0:0:64,0, 0:0:0:64,0, 0:0:0:64,0, 0:0:0:64,0,0,0,0
0:0:0:65,2000, 0:0:0:65,0, 0:0:0:65,0, 0:0:0:65,0, 0:0:0:65,0,0,0,0
0:0:0:65,2016, 0:0:0:65,0, 0:0:0:65,0, 0:0:0:65,0, 0:0:0:65,0,0,0,0
0:0:0:67,2030, 0:0:0:67,0, 0:0:0:67,0, 0:0:0:67,0, 0:0:0:67,0,0,0,0
0:0:0:67,2042, 0:0:0:67,0, 0:0:0:67,0, 0:0:0:67,0, 0:0:0:67,0,0,0,0
0:0:0:68,2053, 0:0:0:68,0, 0:0:0:68,0, 0:0:0:68,0, 0:0:0:68,0,0,0,0
0:0:0:68,2060, 0:0:0:68,0, 0:0:0:68,0, 0:0:0:68,0, 0:0:0:68,0,0,0,0
0:0:0:69,2067, 0:0:0:69,0, 0:0:0:69,0, 0:0:0:69,0, 0:0:0:69,0,0,0,0
0:0:0:69,2071, 0:0:0:69,0, 0:0:0:69,0, 0:0:0:69,0, 0:0:0:69,0,0,0,0
0:0:0:69,2072, 0:0:0:69,0, 0:0:0:69,0, 0:0:0:69,0, 0:0:0:69,0,0,0,0
0:0:0:70,2073, 0:0:0:70,0, 0:0:0:70,0, 0:0:0:70,0, 0:0:0:70,0,0,0,0
0:0:0:71,2071, 0:0:0:71,0, 0:0:0:71,0, 0:0:0:71,0, 0:0:0:71,0,0,0,0
0:0:0:71,2068, 0:0:0:71,0, 0:0:0:71,0, 0:0:0:71,0, 0:0:0:71,0,0,0,0
0:0:0:72,2062, 0:0:0:72,0, 0:0:0:72,0, 0:0:0:72,0, 0:0:0:72,0,0,0,0
0:0:0:72,2056, 0:0:0:72,0, 0:0:0:72,0, 0:0:0:72,0, 0:0:0:72,0,0,0,0
0:0:0:74,2048, 0:0:0:74,0, 0:0:0:74,0, 0:0:0:74,0, 0:0:0:74,0,0,0,0
0:0:0:74,2038, 0:0:0:74,0, 0:0:0:74,0, 0:0:0:74,0, 0:0:0:74,0,0,0,0
0:0:0:75,2027, 0:0:0:75,0, 0:0:0:75,0, 0:0:0:75,0, 0:0:0:75,0,0,0,0
0:0:0:75,2016, 0:0:0:75,0, 0:0:0:75,0, 0:0:0:75,0, 0:0:0:75,0,0,0,0
0:0:0:76,2004, 0:0:0:76,0, 0:0:0:76,0, 0:0:0:76,0, 0:0:0:76,0,0,0,0
0:0:0:76,1991, 0:0:0:76,0, 0:0:0:76,0, 0:0:0:76,0, 0:0:0:76,0,0,0,0
0:0:0:77,1977, 0:0:0:77,0, 0:0:0:77,0, 0:0:0:77,0, 0:0:0:77,0,0,0,0
0:0:0:77,1962, 0:0:0:77,0, 0:0:0:77,0, 0:0:0:77,0, 0:0:0:77,0,0,0,0
0:0:0:77,1947, 0:0:0:77,0, 0:0:0:77,0, 0:0:0:77,0, 0:0:0:77,0,0,0,0
0:0:0:78,1932, 0:0:0:78,0, 0:0:0:78,0, 0:0:0:78,0, 0:0:0:78,0,0,0,0
0:0:0:79,1916, 0:0:0:79,0, 0:0:0:79,0, 0:0:0:79,0, 0:0:0:79,0,0,0,0
0:0:0:80,1900, 0:0:0:80,0, 0:0:0:80,0, 0:0:0:80,0, 0:0:0:80,0,0,0,0
0:0:0:80,1884, 0:0:0:80,0, 0:0:0:80,0, 0:0:0:80,0, 0:0:0:80,0,0,0,0
0:0:0:81,1868, 0:0:0:81,0, 0:0:0:81,0, 0:0:0:81,0, 0:0:0:81,0,0,0,0
0:0:0:81,1852, 0:0:0:81,0, 0:0:0:81,0, 0:0:0:81,0, 0:0:0:81,0,0,0,0
0:0:0:82,1836, 0:0:0:82,0, 0:0:0:82,0, 0:0:0:82,0, 0:0:0:82,0,0,0,0
0:0:0:82,1820, 0:0:0:82,0, 0:0:0:82,0, 0:0:0:82,0, 0:0:0:82,0,0,0,0
0:0:0:83,1804, 0:0:0:83,0, 0:0:0:83,0, 0:0:0:83,0, 0:0:0:83,0,0,0,0
0:0:0:83,1788, 0:0:0:83,0, 0:0:0:83,0, 0:0:0:83,0, 0:0:0:83,0,0,0,0
0:0:0:84,1773, 0:0:0:84,0, 0:0:0:84,0, 0:0:0:84,0, 0:0:0:84,0,0,0,0
0:0:0:84,1758, 0:0:0:84,0, 0:0:0:84,0, 0:0:0:84,0, 0:0:0:84,0,0,0,0
0:0:0:85,1743, 0:0:0:85,0, 0:0:0:85,0, 0:0:0:85,0, 0:0:0:85,0,0,0,0
0:0:0:85,1729, 0:0:0:85,0, 0:0:0:85,0, 0:0:0:85,0, 0:0:0:85,0,0,0,0
0:0:0:87,1715, 0:0:0:87,0, 0:0:0:87,0, 0:0:0:87,0, 0:0:0:87,0,0,0,0
0:0:0:88,1701, 0:0:0:88,0, 0:0:0:88,0, 0:0:0:88,0, 0:0:0:88,0,0,0,0
0:0:0:88,1689, 0:0:0:88,0, 0:0:0:88,0, 0:0:0:88,0, 0:0:0:88,0,0,0,0
0:0:0:89,1676, 0:0:0:89,0, 0:0:0:89,0, 0:0:0:89,0, 0:0:0:89,0,0,0,0
0:0:0:90,1664, 0:0:0:90,0, 0:0:0:90,0, 0:0:0:90,0, 0:0:0:90,0,0,0,0
0:0:0:91,1651, 0:0:0:91,0, 0:0:0:91,0, 0:0:0:91,0, 0:0:0:91,0,0,0,0
0:0:0:91,1640, 0:0:0:91,0, 0:0:0:91,0, 0:0:0:91,0, 0:0:0:91,0,0,0,0
0:0:0:92,1629, 0:0:0:92,0, 0:0:0:92,0, 0:0:0:92,0, 0:0:0:92,0,0,0,0
0:0:0:92,1618, 0:0:0:92,0, 0:0:0:92,0, 0:0:0:92,0, 0:0:0:92,0,0,0,0
0:0:0:93,1608, 0:0:0:93,0, 0:0:0:93,0, 0:0:0:93,0, 0:0:0:93,0,0,0,0
0:0:0:93,1597, 0:0:0:93,0, 0:0:0:93,0, 0:0:0:93,0, 0:0:0:93,0,0,0,0
0:0:0:94,1588, 0:0:0:94,0, 0:0:0:94,0, 0:0:0:94,0, 0:0:0:94,0,0,0,0
0:0:0:94,1578, 0:0:0:94,0, 0:0:0:94,0, 0:0:0:94,0, 0:0:0:94,0,0,0,0
0:0:0:95,1568, 0:0:0:95,0, 0:0:0:95,0, 0:0:0:95,0, 0:0:0:95,0,0,0,0
0:0:0:95,1560, 0:0:0:95,0, 0:0:0:95,0, 0:0:0:95,0, 0:0:0:95,0,0,0,0
0:0:0:95,1550, 0:0:0:95,0, 0:0:0:95,0, 0:0:0:95,0, 0:0:0:95,0,0,0,0
0:0:0:97,1543, 0:0:0:97,0, 0:0:0:97,0, 0:0:0:97,0, 0:0:0:97,0,0,0,0
0:0:0:98,1535, 0:0:0:98,0, 0:0:0:98,0, 0:0:0:98,0, 0:0:0:98,0,0,0,0
0:0:0:98,1528, 0:0:0:98,0, 0:0:0:98,0, 0:0:0:98,0, 0:0:0:98,0,0,0,0
0:0:0:99,1521, 0:0:0:99,0, 0:0:0:99,0, 0:0:0:99,0, 0:0:0:99,0,0,0,0
0:0:0:99,1514, 0:0:0:99,0, 0:0:0:99,0, 0:0:0:99,0, 0:0:0:99,0,0,0,0
0:0:0:100,1508, 0:0:0:100,0, 0:0:0:100,0, 0:0:0:100,0, 0:0:0:100,0,0,0,0
0:0:0:100,1503, 0:0:0:100,0, 0:0:0:100,0, 0:0:0:100,0, 0:0:0:100,0,0,0,0
0:0:0:101,1498, 0:0:0:101,0, 0:0:0:101,0, 0:0:0:101,0, 0:0:0:101,0,0,0,0
0:0:0:101,1497, 0:0:0:101,0, 0:0:0:101,0, 0:0:0:101,0, 0:0:0:101,0,0,0,0
0:0:0:102,1497, 0:0:0:102,0, 0:0:0:102,0, 0:0:0:102,0, 0:0:0:102,0,0,0,0
0:0:0:102,1501, 0:0:0:102,0, 0:0:0:102,0, 0:0:0:102,0, 0:0:0:102,0,0,0,0
0:0:0:102,1510, 0:0:0:102,0, 0:0:0:102,0, 0:0:0:102,0, 0:0:0:102,0,0,0,0
0:0:0:103,1526, 0:0:0:103,0, 0:0:0:103,0, 0:0:0:103,0, 0:0:0:103,0,0,0,0
0:0:0:103,1548, 0:0:0:103,0, 0:0:0:103,0, 0:0:0:103,0, 0:0:0:103,0,0,0,0
0:0:0:103,1579, 0:0:0:103,0, 0:0:0:103,0, 0:0:0:103,0, 0:0:0:103,0,0,0,0
0:0:0:104,1617, 0:0:0:104,0, 0:0:0:104,0, 0:0:0:104,0, 0:0:0:104,0,0,0,0
0:0:0:105,1664, 0:0:0:105,0, 0:0:0:105,0, 0:0:0:105,0, 0:0:0:105,0,0,0,0
0:0:0:106,1717, 0:0:0:106,0, 0:0:0:106,0, 0:0:0:106,0, 0:0:0:106,0,0,0,0
0:0:0:106,1779, 0:0:0:106,0, 0:0:0:106,0, 0:0:0:106,0, 0:0:0:106,0,0,0,0
0:0:0:107,1844, 0:0:0:107,0, 0:0:0:107,0, 0:0:0:107,0, 0:0:0:107,0,0,0,0
0:0:0:108,1913, 0:0:0:108,0, 0:0:0:108,0, 0:0:0:108,0, 0:0:0:108,0,0,0,0
0:0:0:109,1985, 0:0:0:109,0, 0:0:0:109,0, 0:0:0:109,0, 0:0:0:109,0,0,0,0
0:0:0:110,2057, 0:0:0:110,0, 0:0:0:110,0, 0:0:0:110,0, 0:0:0:110,0,0,0,0
0:0:0:110,2130, 0:0:0:110,0, 0:0:0:110,0, 0:0:0:110,0, 0:0:0:110,0,0,0,0
0:0:0:111,2201, 0:0:0:111,0, 0:0:0:111,0, 0:0:0:111,0, 0:0:0:111,0,0,0,0
0:0:0:111,2270, 0:0:0:111,0, 0:0:0:111,0, 0:0:0:111,0, 0:0:0:111,0,0,0,0
0:0:0:111,2333, 0:0:0:111,0, 0:0:0:111,0, 0:0:0:111,0, 0:0:0:111,0,0,0,0
0:0:0:112,2393, 0:0:0:112,0, 0:0:0:112,0, 0:0:0:112,0, 0:0:0:112,0,0,0,0
0:0:0:112,2447, 0:0:0:112,0, 0:0:0:112,0, 0:0:0:112,0, 0:0:0:112,0,0,0,0
0:0:0:113,2496, 0:0:0:113,0, 0:0:0:113,0, 0:0:0:113,0, 0:0:0:113,0,0,0,0
0:0:1:90,2540, 0:0:1:90,0, 0:0:1:90,0, 0:0:1:90,0, 0:0:1:90,0,0,0,0
0:0:1:90,2577, 0:0:1:90,0, 0:0:1:90,0, 0:0:1:90,0, 0:0:1:90,0,0,0,0
0:0:1:91,2627, 0:0:1:91,0, 0:0:1:91,0, 0:0:1:91,0, 0:0:1:91,0,0,0,0
0:0:1:92,2652, 0:0:1:92,0, 0:0:1:92,0, 0:0:1:92,0, 0:0:1:92,0,0,0,0
0:0:1:92,2667, 0:0:1:92,0, 0:0:1:92,0, 0:0:1:92,0, 0:0:1:92,0,0,0,0
0:0:1:92,2675, 0:0:1:92,0, 0:0:1:92,0, 0:0:1:92,0, 0:0:1:92,0,0,0,0
0:0:1:94,2679, 0:0:1:94,0, 0:0:1:94,0, 0:0:1:94,0, 0:0:1:94,0,0,0,0
0:0:1:94,2678, 0:0:1:94,0, 0:0:1:94,0, 0:0:1:94,0, 0:0:1:94,0,0,0,0
0:0:1:95,2674, 0:0:1:95,0, 0:0:1:95,0, 0:0:1:95,0, 0:0:1:95,0,0,0,0
0:0:1:95,2665, 0:0:1:95,0, 0:0:1:95,0, 0:0:1:95,0, 0:0:1:95,0,0,0,0
0:0:1:96,2653, 0:0:1:96,0, 0:0:1:96,0, 0:0:1:96,0, 0:0:1:96,0,0,0,0
0:0:1:96,2637, 0:0:1:96,0, 0:0:1:96,0, 0:0:1:96,0, 0:0:1:96,0,0,0,0
0:0:1:97,2619, 0:0:1:97,0, 0:0:1:97,0, 0:0:1:97,0, 0:0:1:97,0,0,0,0
0:0:1:97,2597, 0:0:1:97,0, 0:0:1:97,0, 0:0:1:97,0, 0:0:1:97,0,0,0,0
0:0:1:98,2574, 0:0:1:98,0, 0:0:1:98,0, 0:0:1:98,0, 0:0:1:98,0,0,0,0
0:0:1:98,2549, 0:0:1:98,0, 0:0:1:98,0, 0:0:1:98,0, 0:0:1:98,0,0,0,0
0:0:1:99,2523, 0:0:1:99,0, 0:0:1:99,0, 0:0:1:99,0, 0:0:1:99,0,0,0,0
0:0:1:99,2495, 0:0:1:99,0, 0:0:1:99,0, 0:0:1:99,0, 0:0:1:99,0,0,0,0
0:0:1:100,2465, 0:0:1:100,0, 0:0:1:100,0, 0:0:1:100,0, 0:0:1:100,0,0,0,0
0:0:1:100,2435, 0:0:1:100,0, 0:0:1:100,0, 0:0:1:100,0, 0:0:1:100,0,0,0,0
0:0:1:100,2404, 0:0:1:100,0, 0:0:1:100,0, 0:0:1:100,0, 0:0:1:100,0,0,0,0
0:0:1:102,2372, 0:0:1:102,0, 0:0:1:102,0, 0:0:1:102,0, 0:0:1:102,0,0,0,0
0:0:1:102,2340, 0:0:1:102,0, 0:0:1:102,0, 0:0:1:102,0, 0:0:1:102,0,0,0,0
0:0:1:103,2307, 0:0:1:103,0, 0:0:1:103,0, 0:0:1:103,0, 0:0:1:103,0,0,0,0
0:0:1:103,2274, 0:0:1:103,0, 0:0:1:103,0, 0:0:1:103,0, 0:0:1:103,0,0,0,0
0:0:1:103,2241, 0:0:1:103,0, 0:0:1:103,0, 0:0:1:103,0, 0:0:1:103,0,0,0,0
0:0:1:104,2207, 0:0:1:104,0, 0:0:1:104,0, 0:0:1:104,0, 0:0:1:104,0,0,0,0
0:0:1:104,2174, 0:0:1:104,0, 0:0:1:104,0, 0:0:1:104,0, 0:0:1:104,0,0,0,0
0:0:1:105,2140, 0:0:1:105,0, 0:0:1:105,0, 0:0:1:105,0, 0:0:1:105,0,0,0,0
0:0:1:105,2106, 0:0:1:105,0, 0:0:1:105,0, 0:0:1:105,0, 0:0:1:105,0,0,0,0
0:0:1:106,2073, 0:0:1:106,0, 0:0:1:106,0, 0:0:1:106,0, 0:0:1:106,0,0,0,0
0:0:1:107,2040, 0:0:1:107,0, 0:0:1:107,0, 0:0:1:107,0, 0:0:1:107,0,0,0,0
0:0:1:107,2007, 0:0:1:107,0, 0:0:1:107,0, 0:0:1:107,0, 0:0:1:107,0,0,0,0
0:0:1:108,1975, 0:0:1:108,0, 0:0:1:108,0, 0:0:1:108,0, 0:0:1:108,0,0,0,0
0:0:1:108,1942, 0:0:1:108,0, 0:0:1:108,0, 0:0:1:108,0, 0:0:1:108,0,0,0,0
0:0:1:109,1911, 0:0:1:109,0, 0:0:1:109,0, 0:0:1:109,0, 0:0:1:109,0,0,0,0
0:0:1:109,1881, 0:0:1:109,0, 0:0:1:109,0, 0:0:1:109,0, 0:0:1:109,0,0,0,0
0:0:1:109,1852, 0:0:1:109,0, 0:0:1:109,0, 0:0:1:109,0, 0:0:1:109,0,0,0,0
0:0:1:110,1824, 0:0:1:110,0, 0:0:1:110,0, 0:0:1:110,0, 0:0:1:110,0,0,0,0
0:0:1:111,1797, 0:0:1:111,0, 0:0:1:111,0, 0:0:1:111,0, 0:0:1:111,0,0,0,0
0:0:1:111,1772, 0:0:1:111,0, 0:0:1:111,0, 0:0:1:111,0, 0:0:1:111,0,0,0,0
0:0:1:112,1748, 0:0:1:112,0, 0:0:1:112,0, 0:0:1:112,0, 0:0:1:112,0,0,0,0
0:0:1:112,1727, 0:0:1:112,0, 0:0:1:112,0, 0:0:1:112,0, 0:0:1:112,0,0,0,0
0:0:1:113,1707, 0:0:1:113,0, 0:0:1:113,0, 0:0:1:113,0, 0:0:1:113,0,0,0,0
0:0:1:113,1691, 0:0:1:113,0, 0:0:1:113,0, 0:0:1:113,0, 0:0:1:113,0,0,0,0
0:0:1:114,1676, 0:0:1:114,0, 0:0:1:114,0, 0:0:1:114,0, 0:0:1:114,0,0,0,0
0:0:1:114,1664, 0:0:1:114,0, 0:0:1:114,0, 0:0:1:114,0, 0:0:1:114,0,0,0,0
0:0:1:114,1655, 0:0:1:114,0, 0:0:1:114,0, 0:0:1:114,0, 0:0:1:114,0,0,0,0
0:0:1:116,1648, 0:0:1:116,0, 0:0:1:116,0, 0:0:1:116,0, 0:0:1:116,0,0,0,0
0:0:1:116,1645, 0:0:1:116,0, 0:0:1:116,0, 0:0:1:116,0, 0:0:1:116,0,0,0,0
0:0:1:116,1645, 0:0:1:116,0, 0:0:1:116,0, 0:0:1:116,0, 0:0:1:116,0,0,0,0
0:0:1:116,1648, 0:0:1:116,0, 0:0:1:116,0, 0:0:1:116,0, 0:0:1:116,0,0,0,0
0:0:1:117,1655, 0:0:1:117,0, 0:0:1:117,0, 0:0:1:117,0, 0:0:1:117,0,0,0,0
0:0:1:117,1665, 0:0:1:117,0, 0:0:1:117,0, 0:0:1:117,0, 0:0:1:117,0,0,0,0
0:0:1:118,1678, 0:0:1:118,0, 0:0:1:118,0, 0:0:1:118,0, 0:0:1:118,0,0,0,0
0:0:1:118,1694, 0:0:1:118,0, 0:0:1:118,0, 0:0:1:118,0, 0:0:1:118,0,0,0,0
0:0:1:119,1713, 0:0:1:119,0, 0:0:1:119,0, 0:0:1:119,0, 0:0:1:119,0,0,0,0
0:0:1:119,1735, 0:0:1:119,0, 0:0:1:119,0, 0:0:1:119,0, 0:0:1:119,0,0,0,0
0:0:1:119,1758, 0:0:1:119,0, 0:0:1:119,0, 0:0:1:119,0, 0:0:1:119,0,0,0,0
0:0:1:121,1783, 0:0:1:121,0, 0:0:1:121,0, 0:0:1:121,0, 0:0:1:121,0,0,0,0
0:0:1:121,1810, 0:0:1:121,0, 0:0:1:121,0, 0:0:1:121,0, 0:0:1:121,0,0,0,0
0:0:1:122,1837, 0:0:1:122,0, 0:0:1:122,0, 0:0:1:122,0, 0:0:1:122,0,0,0,0
0:0:1:123,1865, 0:0:1:123,0, 0:0:1:123,0, 0:0:1:123,0, 0:0:1:123,0,0,0,0
0:0:1:123,1892, 0:0:1:123,0, 0:0:1:123,0, 0:0:1:123,0, 0:0:1:123,0,0,0,0
0:0:1:124,1918, 0:0:1:124,0, 0:0:1:124,0, 0:0:1:124,0, 0:0:1:124,0,0,0,0
0:0:1:124,1944, 0:0:1:124,0, 0:0:1:124,0, 0:0:1:124,0, 0:0:1:124,0,0,0,0
0:0:1:125,1968, 0:0:1:125,0, 0:0:1:125,0, 0:0:1:125,0, 0:0:1:125,0,0,0,0
0:0:1:125,1991, 0:0:1:125,0, 0:0:1:125,0, 0:0:1:125,0, 0:0:1:125,0,0,0,0
0:0:1:126,2010, 0:0:1:126,0, 0:0:1:126,0, 0:0:1:126,0, 0:0:1:126,0,0,0,0
0:0:1:126,2028, 0:0:1:126,0, 0:0:1:126,0, 0:0:1:126,0, 0:0:1:126,0,0,0,0
0:0:1:126,2045, 0:0:1:126,0, 0:0:1:126,0, 0:0:1:126,0, 0:0:1:126,0,0,0,0
0:0:1:127,2058, 0:0:1:127,0, 0:0:1:127,0, 0:0:1:127,0, 0:0:1:127,0,0,0,0
