SSF PPG
2056.844
2058.867
2060.688
2062.32
2063.766
2065.031
2066.102
2067.016
2067.758
2068.367
2068.828
2069.188
2069.453
2069.625
2069.727
2069.773
2069.773
2069.734
2069.672
2069.594
2069.508
2069.422
2069.336
2069.258
2069.203
2069.188
2069.203
2069.281
2069.422
2069.648
2069.992
2070.445
2071.039
2071.781
2072.672
2073.734
2074.977
2076.414
2078.047
2079.883
2081.93
2084.141
2086.547
2089.109
2091.82
2094.664
2097.656
2100.766
2103.977
2107.281
2110.648
2114.055
2117.523
2121.008
2124.539
2128.102
2131.672
2135.266
2138.852
2142.414
2145.945
2149.414
2152.813
2156.133
2159.344
2162.43
2165.391
2168.242
2170.961
2173.547
2176.023
2178.375
2180.609
2182.742
2184.758
2186.68
2188.508
2190.25
2191.898
2193.453
2194.914
2196.281
2197.531
2198.648
2199.617
2200.43
2201.07
2201.508
2201.719
2201.68
2201.367
2200.734
2199.781
2198.484
2196.805
2194.75
2192.328
2189.516
2186.32
2182.734
2178.727
2174.359
2169.609
2164.516
2159.055
2153.281
2147.227
2140.898
2134.242
2127.344
2120.289
2113.117
2105.82
2098.445
2091.023
2083.563
2076.125
2068.734
2061.414
2054.172
2047.047
2040.07
2033.258
2026.664
2020.297
2014.211
2008.445
2003.047
1998.023
1993.445
1989.359
1985.773
1982.719
1980.234
1978.32
1976.977
1976.219
1976.023
1976.398
1977.32
1978.766
1980.695
1983.078
1985.891
1989.102
1992.766
1996.781
2001.047
2005.539
2010.211
2015.047
2020.008
2025.07
2030.18
2035.328
2040.445
2045.523
2050.516
2055.391
2060.125
2064.688
2069.047
2073.203
2077.109
2080.766
2084.156
2087.266
2090.094
2092.641
2094.938
2096.977
2098.773
2100.336
2101.695
2102.82
2103.758
2104.531
2105.125
2105.578
2105.898
2106.07
2106.133
2106.078
2105.922
2105.688
2105.367
2105
2104.602
2104.195
2103.813
2103.469
2103.188
2103
2102.945
2103.031
2103.258
2103.656
2104.227
2104.992
2105.938
2107.078
2108.422
2109.969
2111.703
2113.633
2115.734
2118.008
2120.43
2122.984
2125.68
2128.492
2131.438
2134.469
2137.609
2140.836
2144.133
2147.492
2150.898
2154.336
2157.789
2161.25
2164.703
2168.141
2171.531
2174.867
2178.125
2181.289
2184.359
2187.344
2190.203
2192.953
2195.594
2198.141
2200.57
2202.914
2205.156
2207.328
2209.43
2211.453
2213.398
2215.297
2217.164
2218.984
2220.766
2222.5
2224.18
2225.813
2227.391
2228.891
2230.305
2231.617
2232.781
2233.773
2234.586
2235.18
2235.5
2235.547
2235.25
2234.594
2233.563
2232.117
2230.234
2227.914
2225.148
2221.93
2218.266
2214.156
2209.625
2204.68
2199.352
2193.672
2187.664
2181.359
2174.664
2167.688
2160.531
2153.203
2145.719
2138.094
2130.391
2122.602
2114.781
2106.945
2099.141
2091.414
2083.781
2076.289
2068.969
2061.867
2055.023
2048.477
2042.297
2036.516
2031.164
2026.281
2021.914
2018.063
2014.766
2012.008
2009.805
2008.188
2007.117
2006.617
2006.656
2007.211
2008.289
2009.867
2011.93
2014.438
2017.359
2020.672
2024.438
2028.523
2032.883
2037.453
2042.211
2047.102
2052.086
2057.109
2062.125
2067.086
2071.945
2076.656
2081.203
2085.57
2089.734
2093.672
2097.383
2100.844
2104.055
2107.016
2109.734
2112.211
2114.445
2116.453
2118.266
2119.883
2121.305
2122.57
2123.664
2124.609
2125.391
2126.016
2126.5
2126.828
2127.031
2127.133
2127.156
2127.102
2126.977
2126.828
2126.695
2126.594
2126.555
2126.594
2126.734
2126.992
2127.406
2127.969
2128.719
2129.625
2130.75
2132.063
2133.578
2135.266
2137.148
2139.219
2141.461
2143.867
2146.422
2149.102
2151.898
2154.805
2157.813
2160.898
2164.031
2167.211
2170.43
2173.664
2176.898
2180.148
2183.375
2186.602
2189.82
2193.016
2196.195
2199.336
2202.43
2205.477
2208.469
2211.414
2214.297
2217.117
2219.875
2222.57
2225.195
2227.742
2230.234
2232.648
2234.977
2237.219
2239.375
2241.469
2243.469
2245.391
2247.242
2249.031
2250.742
2252.398
2253.992
2255.531
2257.023
2258.438
2259.773
2261.008
2262.133
2263.125
2263.961
2264.609
2265.031
2265.18
2265.031
2264.547
2263.672
2262.406
2260.695
2258.531
2255.922
2252.844
2249.305
2245.297
2240.859
2235.992
2230.719
2225.047
2219.008
2212.633
2205.945
2198.961
2191.617
2184.023
2176.227
2168.266
2160.172
2151.969
2143.688
2135.367
2127.039
2118.734
2110.477
2102.313
2094.25
2086.297
2078.5
2070.867
2063.43
2056.219
2049.242
2042.531
2036.109
2030
2024.242
2018.859
2013.852
2009.273
2005.156
2001.508
1998.359
1995.75
1993.688
1992.188
1991.258
1990.922
1991.164
1991.961
1993.281
1995.109
1997.414
2000.133
2003.211
2006.617
2010.414
2014.453
2018.641
2022.922
2027.227
2031.523
2035.766
2039.93
2043.938
2047.773
2051.414
2054.867
2058.109
2061.117
2063.898
2066.453
2068.797
2070.93
2072.859
2074.586
2076.102
2077.414
2078.563
2079.563
2080.398
2081.109
2081.695
2082.172
2082.57
2082.867
2083.102
2083.289
2083.438
2083.555
2083.672
2083.797
2083.922
2084.063
2084.234
2084.445
2084.703
2085.023
2085.391
2085.836
2086.352
2086.945
2087.625
2088.391
2089.273
2090.266
2091.375
2092.625
2094.023
2095.555
2097.242
2099.07
2101.039
2103.125
2105.32
2107.625
2110.023
2112.516
2115.078
2117.711
2120.391
2123.117
2125.883
2128.688
2131.516
2134.375
2137.266
2140.18
2143.102
2146.023
2148.93
2151.828
2154.711
2157.563
2160.352
2163.086
2165.766
2168.367
2170.914
2173.406
2175.844
2178.227
2180.539
2182.805
2185.023
2187.195
2189.328
2191.43
2193.492
2195.523
2197.508
2199.453
2201.367
2203.211
2205
2206.719
2208.352
2209.875
2211.281
2212.539
2213.633
2214.523
2215.195
2215.625
2215.789
2215.641
2215.188
2214.383
2213.188
2211.602
2209.578
2207.109
2204.18
2200.781
2196.914
2192.563
2187.734
2182.445
2176.711
2170.539
2163.969
2157.039
2149.781
2142.211
2134.25
2126.055
2117.695
2109.195
2100.609
2091.969
2083.273
2074.602
2065.977
2057.406
2048.938
2040.563
2032.289
2024.156
2016.164
2008.328
2000.656
1993.156
1985.859
1978.773
1971.938
1965.359
1959.063
1953.063
1947.398
1942.078
1937.156
1932.641
1928.57
1924.961
1921.828
1919.188
1917.055
1915.422
1914.266
1913.609
1913.445
1913.758
1914.516
1915.719
1917.336
1919.32
1921.648
1924.289
1927.297
1930.563
1933.984
1937.539
1941.188
1944.859
1948.563
1952.234
1955.852
1959.398
1962.828
1966.117
1969.258
1972.258
1975.086
1977.75
1980.242
1982.57
1984.734
1986.75
1988.617
1990.328
1991.883
1993.305
1994.594
1995.758
1996.797
1997.719
1998.555
1999.297
1999.969
2000.547
2001.031
2001.469
2001.859
2002.234
2002.586
2002.945
2003.289
2003.641
2004.016
2004.422
2004.867
2005.352
2005.875
2006.453
2007.094
2007.797
2008.555
2009.391
2010.328
2011.359
2012.477
2013.719
2015.086
2016.586
2018.227
2020.039
2022.008
2024.133
2026.422
2028.891
2031.508
2034.273
2037.164
2040.188
2043.305
2046.508
2049.781
2053.102
2056.453
2059.828
2063.211
2066.594
2069.945
2073.273
2076.555
2079.797
2082.992
2086.156
2089.266
2092.32
2095.336
2098.297
2101.211
2104.055
2106.844
2109.586
2112.281
2114.914
2117.492
2120
2122.414
2124.75
2126.992
2129.133
2131.172
2133.117
2134.984
2136.742
2138.383
2139.938
2141.359
2142.672
2143.844
2144.859
2145.695
2146.336
2146.758
2146.961
2146.891
2146.523
2145.797
2144.719
2143.25
2141.359
2139.039
2136.281
2133.086
2129.438
2125.344
2120.805
2115.852
2110.484
2104.734
2098.641
2092.219
2085.5
2078.406
2071.07
2063.563
2055.922
2048.172
2040.383
2032.539
2024.68
2016.828
2009.008
2001.227
1993.523
1985.898
1978.375
1970.953
1963.656
1956.5
1949.484
1942.648
1935.977
1929.531
1923.336
1917.43
1911.805
1906.523
1901.617
1897.117
1893.055
1889.453
1886.367
1883.813
1881.805
1880.367
1879.492
1879.195
1879.453
1880.242
1881.563
1883.383
1885.656
1888.352
1891.43
1894.859
1898.602
1902.727
1907.094
1911.625
1916.258
1920.992
1925.75
1930.516
1935.266
1939.977
1944.602
1949.102
1953.484
1957.703
1961.727
1965.555
1969.188
1972.602
1975.781
1978.75
1981.492
1984.023
1986.359
1988.492
1990.453
1992.25
1993.891
1995.422
1996.82
1998.117
1999.328
2000.477
2001.555
2002.594
2003.578
2004.523
2005.422
2006.297
2007.141
2007.953
2008.758
2009.57
2010.406
2011.25
2012.141
2013.086
2014.102
2015.211
2016.414
2017.734
2019.203
2020.82
2022.602
2024.563
2026.703
2028.984
2031.438
2034.055
2036.813
2039.719
2042.719
2045.828
2049.047
2052.352
2055.734
2059.172
2062.664
2066.203
2069.781
2073.414
2077.055
2080.727
2084.406
2088.086
2091.773
2095.445
2099.125
2102.773
2106.406
2110
2113.547
2117.016
2120.398
2123.688
2126.867
2129.961
2132.922
2135.805
2138.586
2141.273
2143.859
2146.359
2148.758
2151.055
2153.273
2155.406
2157.445
2159.414
2161.289
2163.102
2164.836
2166.5
2168.094
2169.594
2171
2172.281
2173.406
2174.359
2175.125
2175.664
2175.93
2175.891
2175.531
2174.805
2173.672
2172.109
2170.109
2167.672
2164.766
2161.383
2157.5
2153.156
2148.359
2143.117
2137.469
2131.43
2125.039
2118.336
2111.336
2103.984
2096.391
2088.656
2080.813
2072.875
2064.922
2056.938
2048.969
2041.023
2033.148
2025.375
2017.688
2010.117
2002.703
1995.477
1988.43
1981.602
1975.039
1968.742
1962.773
1957.156
1951.93
1947.133
1942.781
1938.922
1935.563
1932.727
1930.438
1928.688
1927.469
1926.773
1926.617
1926.961
1927.797
1929.117
1930.883
1933.07
1935.664
1938.609
1941.984
1945.656
1949.547
1953.617
1957.813
1962.078
1966.406
1970.727
1975.016
1979.25
1983.367
1987.32
1991.109
1994.711
1998.094
2001.266
2004.211
2006.914
2009.383
2011.625
2013.656
2015.484
2017.109
2018.563
2019.828
2020.938
2021.883
2022.672
2023.328
2023.852
2024.273
2024.555
2024.75
2024.852
2024.852
2024.797
2024.656
2024.484
2024.281
2024.063
2023.844
2023.68
2023.586
2023.586
2023.68
2023.891
2024.266
2024.781
2025.438
2026.25
2027.211
2028.328
2029.617
2031.07
2032.656
2034.406
2036.313
2038.359
2040.547
2042.859
2045.297
2047.844
2050.484
2053.219
2056.039
2058.93
2061.891
2064.898
2067.953
2071.031
2074.133
2077.242
2080.359
2083.469
2086.578
2089.656
2092.703
2095.703
2098.633
2101.5
2104.32
2107.086
2109.781
2112.398
2114.938
2117.414
2119.805
2122.109
2124.344
2126.484
2128.547
2130.508
2132.391
2134.195
2135.883
2137.477
2138.961
2140.352
2141.641
2142.844
2143.961
2145
2145.938
2146.773
2147.508
2148.117
2148.578
2148.883
2148.984
2148.859
2148.453
2147.742
2146.703
2145.305
2143.531
2141.352
2138.742
2135.695
2132.211
2128.313
2123.977
2119.219
2114.055
2108.5
2102.594
2096.344
2089.781
2082.938
2075.734
2068.266
2060.609
2052.805
2044.867
2036.852
2028.758
2020.656
2012.555
2004.5
1996.531
1988.719
1981.078
1973.648
1966.453
1959.539
1952.969
1946.773
1940.977
1935.617
1930.734
1926.352
1922.5
1919.172
1916.406
1914.203
1912.547
1911.453
1910.922
1910.93
1911.469
1912.547
1914.125
1916.188
1918.719
1921.688
1925.188
1929.102
1933.305
1937.766
1942.445
1947.266
1952.188
1957.164
1962.156
1967.125
1972
1976.75
1981.375
1985.82
1990.07
1994.109
1997.914
2001.469
2004.805
2007.883
2010.734
2013.344
2015.727
2017.906
2019.867
2021.641
2023.242
2024.672
2025.93
2027.031
2027.984
2028.797
2029.477
2030.039
2030.477
2030.828
2031.086
2031.289
2031.445
2031.594
2031.734
2031.898
2032.086
2032.328
2032.633
2033.016
2033.484
2034.055
2034.734
2035.523
2036.445
2037.484
2038.648
2039.945
2041.383
2042.945
2044.633
2046.461
2048.43
2050.563
2052.82
2055.234
2057.781
2060.445
2063.234
2066.148
2069.164
2072.242
2075.391
2078.586
2081.805
2085.031
2088.25
2091.445
2094.625
2097.773
2100.883
2103.93
2106.93
2109.867
2112.773
2115.625
2118.422
2121.156
2123.813
2126.414
2128.953
2131.398
2133.758
2136.023
2138.195
2140.297
2142.313
2144.258
2146.125
2147.93
2149.656
2151.313
2152.906
2154.422
2155.883
2157.266
2158.578
2159.781
2160.891
2161.859
2162.695
2163.367
2163.836
2164.078
2164.078
2163.789
2163.18
2162.219
2160.891
2159.172
2157.039
2154.484
2151.5
2148.07
2144.188
2139.891
2135.164
2130.031
2124.492
2118.594
2112.344
2105.742
2098.711
2091.352
2083.766
2075.977
2068.016
2059.922
2051.734
2043.477
2035.211
2026.93
2018.688
2010.516
2002.438
1994.484
1986.688
1979.078
1971.68
1964.531
1957.648
1951.102
1944.875
1939.039
1933.609
1928.594
1924.039
1924.586
1925.117
1925.617
1926.109
1926.57
1927.008
1927.438
1927.859
1928.273
1928.688
1929.102
1929.492
1929.859
1930.195
1930.492
1930.734
1930.938
1931.109
1931.227
1931.297
1931.313
1931.281
1931.227
1931.141
1931.031
1930.891
1930.742
1930.594
1930.445
1930.297
1930.18
1930.078
1929.977
1929.891
1929.789
1929.703
1929.594
1929.477
1929.344
1929.195
1929.023
1928.836
1928.672
1928.5
1928.344
1928.211
1928.094
1928.008
1927.969
1927.969
1928.016
1928.086
1928.203
1928.344
1928.508
1928.664
1928.852
1929.055
1929.25
1929.453
1929.664
1929.867
1930.086
1930.305
1930.555
1930.805
1931.039
1931.281
1931.523
1931.773
1932.008
1932.273
1932.531
1932.789
1933.047
1933.281
1933.516
1933.711
1933.883
1934
1934.078
1934.109
1934.086
1934.008
1933.859
1933.664
1933.422
1933.141
1932.828
1932.469
1932.109
1931.719
1931.313
1930.891
1930.477
1930.063
1929.617
1929.172
1928.703
1928.227
1927.711
1927.18
1926.641
1926.086
1925.523
1924.945
1924.398
1923.859
1923.352
1922.875
1922.445
1922.031
1921.656
1921.32
1921
1920.703
1920.414
1920.109
1919.758
1919.352
1918.867
1918.258
1917.484
1916.547
1915.406
1914.055
1912.469
1910.648
1903.945
1897.508
1891.391
1885.625
1880.234
1875.273
1870.773
1866.758
1863.25
1860.281
1857.867
1856.016
1854.719
1853.992
1853.82
1854.227
1855.156
1856.625
1858.602
1861.055
1863.93
1867.195
1870.805
1874.828
1879.125
1883.609
1888.211
1892.867
1897.555
1902.234
1906.828
1911.328
1915.703
1919.922
1923.969
1927.828
1931.484
1934.945
1938.203
1941.242
1944.055
1946.672
1949.063
1951.258
1953.258
1955.07
1956.719
1958.188
1959.492
1960.633
1961.633
1962.508
1963.242
1963.859
1964.383
1964.828
1965.188
1965.469
1965.719
1965.961
1966.172
1966.414
1966.68
1966.984
1967.328
1967.727
1968.203
1968.766
1969.422
1970.188
1971.063
1972.063
1973.203
1974.469
1975.883
1977.461
1979.203
1981.125
1983.227
1985.508
1987.969
1990.609
1993.422
1996.375
1999.5
2002.742
2006.094
2009.547
2013.078
2016.688
2020.313
2023.977
2027.656
2031.344
2035.031
2038.703
2042.367
2046.008
2049.633
2053.227
2056.789
2060.313
2063.781
2067.195
2070.539
2073.82
2077
2080.109
2083.086
2085.961
2088.719
2091.352
2093.867
2096.266
2098.555
2100.711
2102.758
2104.688
2106.531
2108.289
2109.961
2111.57
2113.117
2114.602
2116.023
2117.336
2118.57
2119.672
2120.656
2121.461
2122.055
2122.398
2122.469
2122.211
2121.586
2120.578
2119.148
2117.289
2114.953
2112.18
2108.961
2105.266
2101.102
2096.461
2091.367
2085.813
2079.828
2073.445
2066.695
2059.602
2052.18
2044.352
2036.258
2027.961
2019.531
2011
2002.391
1993.742
1985.094
1976.492
1967.961
1959.516
1951.188
1943
1934.961
1927.063
1919.32
1911.758
1904.398
1897.227
1890.266
1883.516
1877.023
1870.82
1864.922
1859.375
1854.203
1849.461
1845.164
1841.352
1838.07
1835.352
1833.195
1831.609
1830.625
1830.234
1830.422
1831.164
1832.438
1834.203
1836.43
1839.109
1842.164
1845.586
1849.32
1853.438
1857.82
1862.352
1867.008
1871.734
1876.477
1881.203
1885.867
1890.438
1894.867
1899.148
1903.25
1907.164
1910.867
1914.344
