RAW PPG
1432
1402
1366
1325
1279
1230
1176
1119
1059
997
934
868
802
735
665
597
528
459
390
322
253
185
119
52
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
57
113
167
219
267
312
354
393
428
460
488
513
536
555
573
589
602
614
623
632
639
645
651
656
660
665
669
674
679
684
690
696
703
710
717
725
733
741
